# This is a dataframe of the used to calculate anomalies 
# for the diagnostic group,
# for varying q profiles. Used for:
# 
NETsurf,NETtoa,SWsurf,SWtoa,LWsurf,LWtoa,LH,SH,Ts,ConvPrec,StratPrec,ppm,insol
-95.17567679041224,-35.44136397229349,-211.33954444831704,-274.29686473687957,116.1638676579048,238.85550076458608,129.06014272175707,-33.88446592114634,285.2898310148814,0.0,6.1486344887733805e-06,100,320
-95.73225121103684,-37.50691771026999,-210.1245913486867,-274.4091463306166,114.39234013764985,236.9022286203466,128.57948623989463,-32.84723501867683,285.4446377314113,0.0,7.0429189918489954e-06,150,320
-96.09504378319397,-38.99234338249693,-209.2654178776319,-274.48835775808755,113.17037409443793,235.49601437559062,128.19004946515653,-32.09500567178219,285.55690796458026,0.0,7.713632369155708e-06,220,320
-96.28305369232132,-39.794737347248685,-208.8071447502647,-274.5306626006199,112.5240910579434,234.73592525337122,127.96688006270418,-31.683826360226476,285.6182764785489,0.0,8.086250912103879e-06,270,320
-97.4387345314723,-45.36496364209896,-205.73720216620356,-274.8129454519411,108.29846763473125,229.44798180984216,126.20050592623211,-28.761771384518426,286.0543931958897,0.0,1.0873354079746769e-05,540,320
-102.30006173698501,-68.72244294221946,-195.15150430963246,-275.7879999955653,92.85144257264744,207.06555705334586,117.00998868437432,-14.709926937190456,288.1516310384002,0.0,2.7980723245652163e-05,1080,320
-101.99773744906878,-67.52752104388188,-195.61501725951388,-275.7449306600762,93.6172798104451,208.21740961619432,117.49315805535922,-15.495420596122017,288.0343961065207,0.0,2.693271404501172e-05,1215,320
