# This is a dataframe of the used to calculate anomalies
# for the varying-solar group. Used for:
# - ??
NETsurf,NETtoa,SWsurf,SWtoa,LWsurf,LWtoa,LH,SH,Ts,ConvPrec,StratPrec,ppm,insol
-16.700652425864007,0.09642940861186844,-154.42823550146466,-169.26750760068956,137.72758307560065,169.36393700930142,5.4286356201054735,11.28162028221743,244.67745599258288,0.0,2.1714541608211102e-09,270,200
-17.764790089155895,0.1125915512810991,-157.93261938022903,-173.48263482472225,140.16782929107313,173.59522637600335,6.53139010693572,11.240739647686784,246.57094316713236,0.0,2.6125558693594135e-09,270,205
-18.960346466244573,0.13626944683019815,-161.61344165558197,-177.96493806892795,142.6530951893374,178.10120751575815,7.916537160346265,11.051333646626826,248.57326437244262,0.0,3.166614614051535e-09,270,210
-20.108893436720336,0.28948176439718054,-165.04468321426498,-182.1872135456028,144.93578977754464,182.47669530999997,9.485777239672027,10.751995795655274,250.48731184784612,0.0,3.7943140984883555e-09,270,215
-36.76743450868527,0.15342335648165317,-163.7884788603394,-186.8164103848428,127.02104435165414,186.96983374132446,10.186431898533275,26.583850371124313,253.43996102041328,0.33354707093044983,2.0006260185715725e-10,270,220
-38.421977468128375,0.18056915826807085,-167.04159251038647,-191.05121821217318,128.6196150422581,191.23178737044125,11.888629383917374,26.546495125699785,255.11869397732602,0.41014817668369924,0.0,270,225
-39.82373888197321,0.19313264206380154,-170.49083342822917,-195.26928732724195,130.66709454625595,195.46241996930576,13.628026512593626,26.229336362466388,256.73197310469834,0.4709650086371417,1.154299338697469e-18,270,230
-42.4237608808769,0.20258527442004493,-172.81055935122754,-199.58359210300787,130.38679847035064,199.78617737742792,16.125453999187716,26.317340571784932,258.90442070397364,0.5572961801507611,5.5954873747688135e-19,270,235
-45.078752773222135,0.22370764194798198,-175.32392693794657,-204.16317488944674,130.24517416472443,204.38688253139472,19.113070422940854,25.978316290664225,261.12138080857676,0.6605481481602469,0.0,270,240
-46.88580675270066,0.19873412691458725,-178.60940757375604,-208.39479480760275,131.72360082105538,208.59352893451734,21.076223760923405,25.827395814425856,262.6391936438343,0.7265732757692941,1.149841959708366e-18,270,245
-49.60673140041905,0.2151001220462092,-180.5502281964892,-212.74161629159954,130.94349679607015,212.95671641364575,25.28663922397951,24.330359381100536,264.94627443087893,0.874908431084467,2.3515367769463234e-14,270,250
-51.5774428363608,0.16762963849129164,-183.42661523802036,-217.00871356366486,131.84917240165956,217.17634320215615,28.1623634153038,23.420213647093718,266.7195925840661,0.9732403389594165,5.93640750734189e-13,270,255
-54.74218048339492,0.18116418418210856,-185.51022738647995,-221.34144501554945,130.76804690308504,221.52260919973156,31.50680471722704,23.25241206442406,268.55210455720703,1.0657793701428506,0.0,270,260
-57.26995894326717,0.12499249948456281,-188.11279152140588,-225.91344062015463,130.8428325781387,226.0384331196392,35.55357515055185,21.740042796121028,270.5216002161106,1.2287346687953125,1.9791308902510655e-18,270,265
-60.99857223273898,0.09268461032553432,-189.60856551388733,-230.29561755185566,128.60999328114835,230.3883021621812,40.49694562498228,20.50911428257307,272.5221852878428,1.3995751946810513,4.922795246732784e-18,270,270
-64.39171767090522,0.06487315175724007,-191.18585335460477,-234.67110721464869,126.79413568369955,234.73598036640593,44.74374969486854,19.65117397511227,274.4794482319633,1.5463445327924135,2.9195541871980086e-18,270,275
-67.71972525522244,0.03396482424867031,-192.9402401440211,-239.03294043717534,125.22051488879865,239.066905261424,49.79448716559297,17.92607993917487,276.26638880784947,1.7205631959260332,1.8696656784862668e-17,270,280
-71.15935285971818,-0.005687121618393576,-194.60321919284686,-243.4030756749827,123.44386633312868,243.3973885533643,55.11067115640412,16.051146998562768,278.0759945045283,1.9058911969637315,0.0,270,285
-74.91257253207078,-0.05379990239126187,-196.244690214459,-248.05870924658487,121.33211768238823,248.0049093441936,61.315601548176254,13.598312963599993,280.0900329225098,2.124176767097868,0.0,270,290
-77.46738114359545,-0.2601233448529001,-198.35490944065413,-252.3945131525162,120.88752829705868,252.1343898076633,67.00048008028014,10.354979639261021,281.9766455587055,2.2935929159588313,0.0,270,295
-80.1423516419718,-0.24898376872857853,-199.5397762366357,-256.8104718474894,119.3974245946639,256.5614880787608,72.05793566322707,8.081826478920181,284.2384834858688,2.487547558245256,0.0,270,300
-83.18850359299532,-0.2680883635084115,-202.05745008479468,-261.1050055060736,118.86894649179936,260.8369171425652,74.95158684842062,8.261814190898944,285.3163085107593,2.6157584979104693,3.555621924382777e-18,270,305
-86.97964045717907,-0.3508357858890463,-203.21871338215158,-265.51816789721994,116.2390729249725,265.1673321113309,79.65339655684475,7.334026536921356,287.1911848105614,2.7591187865069955,0.0,270,310
-91.20646356153944,-0.44610417010056835,-203.71707081090526,-269.9878346819184,112.51060724936582,269.54173051181783,84.79762623711497,6.407079048309436,289.3968261183087,2.924812854484367,1.1634281183431919e-12,270,315
-95.99630865787859,-0.5399575529086178,-204.75153036246635,-274.69138522231873,108.75522170458777,274.1514276694101,90.06368469157432,5.9301627564535,291.19212269021705,3.1100587395880397,6.345053966488708e-12,270,320
-102.51316327289814,-0.7091838694260559,-204.34989759758352,-279.23887285551484,101.83673432468538,278.5296889860888,96.94337377696546,5.539869618424635,293.65530679613937,3.3415332933347286,2.5996937954743935e-13,270,325
-116.11476599204173,-1.5287607315308946,-200.6196483886713,-284.08277574761934,84.50488239662957,282.55401501608844,111.12948904971732,4.537905294191222,297.85765163698187,3.8418403742824294,1.6199844249241067e-11,270,330
