# This is a dataframe of the used to calculate anomalies 
# for the 320solar varing-co2 cst-q-rad group,
# using a single fixed timestepper. Used for:
# - ??
NETsurf,NETtoa,SWsurf,SWtoa,LWsurf,LWtoa,LH,SH,Ts,ConvPrec,StratPrec,ppm,insol
-86.72263567567865,27.256498028886824,-205.43538909286065,-274.71918119110575,118.712753417182,301.97567921999257,82.16374307929607,4.529441387771724,290.85497468176993,3.726823940806186,3.626565543107373e-10,2.0,320
-89.19787999069993,23.27979289775442,-205.4252014188584,-274.7078608809804,116.22732142815846,297.9876537787348,84.4736407657379,4.713568082705423,291.02572365286244,3.7107896478426645,2.3507020500731887e-10,5.0,320
-90.79898344927486,19.859362100655176,-205.40499529031965,-274.6979605307617,114.60601184104479,294.55732263141687,85.95614192336224,4.849049860450804,291.13532512903754,3.6801041394665717,1.737375064990159e-10,10.0,320
-91.74922862549587,16.292676910266152,-205.36426193725978,-274.6877857319827,113.61503331176391,290.9804626422488,86.81597185059411,4.9388898483658705,291.20196025527383,3.5976650276839264,1.179637218154033e-10,20.0,320
-92.4813985001351,11.315259793524149,-205.25014930825657,-274.6783071236368,112.76875080812147,285.99356691716093,87.51830941835166,4.9791785312214225,291.25807877488165,3.4669910968840334,4.7299829877962496e-11,50.0,320
-93.39821999946841,7.357607733345901,-205.09307523582405,-274.679072922022,111.69485523635564,282.0366806553679,88.38770947372538,5.006624422396316,291.3267396581514,3.323174665928403,0.0,100.0,320
-94.24977989820422,5.176809965195275,-204.97002081346858,-274.6825382058309,110.72024091526436,279.85934817102617,89.2872438650647,4.963970031317018,291.4097295744158,3.2890230958818343,0.0,150.0,320
-94.81280827613185,3.7560423802316336,-204.8920516768362,-274.6852011301473,110.07924340070434,278.4412435103789,89.82797837242428,4.986363364159477,291.4495269894127,3.2558389507852796,0.0,190.0,320
-95.19255519736402,2.857374428731191,-204.8419404602269,-274.6873245176556,109.64938526286289,277.5446989463868,90.19084421264317,5.000708723121983,291.47618236252833,3.234857165974386,0.0,220.0,320
-95.76159439616572,1.5761229304557673,-204.77131018016723,-274.68990636661454,109.00971578400151,276.2660292970703,90.72917252098391,5.026875642015942,291.5157685453248,3.2012473886566815,0.0,270.0,320
-97.00957009269203,-1.0534759116217742,-204.6239286797601,-274.69650001255036,107.61435858706807,273.6430241009286,91.88221299004907,5.126210944661725,291.599478207949,3.1548108576714267,0.0,405.0,320
-97.9718015367404,-2.975619450769443,-204.51526141739689,-274.70141594565337,106.54345988065648,271.7257964948839,92.77084544766785,5.196206425459559,291.66379690842905,3.119224666133307,0.0,540.0,320
-98.77072208576783,-4.5204589526993,-204.42726046031999,-274.7060209913162,105.65653837455216,270.1855620386169,93.50929484200961,5.260336314145859,291.7165411550512,3.0900853311870398,0.0,675.0,320
-99.20280996782833,-5.319650537774919,-204.38303677964842,-274.7082470625817,105.18022681182009,269.38859652480676,93.90388306854041,5.297455872497896,291.7448317869766,3.0761408438864475,6.324493125115539e-12,756.0,320
-100.7180043271207,-7.919985565167792,-204.21717533356315,-274.7180849109359,103.49917100644245,266.7980993457681,95.29229833645377,5.4321445525048535,291.8431786174725,3.04870511570615,3.7993006412146494e-11,1080.0,320
-101.23833360709418,-8.776036843551765,-204.16018603607947,-274.7216804595254,102.92185242898529,265.9456436159736,95.76519862407305,5.47493668646689,291.8768902047779,3.0244073189003213,4.826613147152178e-11,1215.0,320
